"path","freq","age","sex","indexYear","cdm_name"
"aspirin-acetaminophen",5,"10-20","male","1969","CPRD_GOLD"
"aspirin-acetaminophen",5,"10-20","male","1979","CPRD_GOLD"
"aspirin-amoxicillin+clavulanate",5,"0-10","female","1950","CPRD_GOLD"
"aspirin-amoxicillin+clavulanate",5,"0-10","female","1956","CPRD_GOLD"
"aspirin-amoxicillin+clavulanate",5,"0-10","female","1967","CPRD_GOLD"
"aspirin-amoxicillin+clavulanate",5,"0-10","female","1973","CPRD_GOLD"
"aspirin-amoxicillin+clavulanate",5,"0-10","female","1978","CPRD_GOLD"
"aspirin-amoxicillin+clavulanate",5,"0-10","male","1965","CPRD_GOLD"
"clavulanate",5,"0-10","female","1979","CPRD_GOLD"
"clavulanate",5,"10-20","male","1984","CPRD_GOLD"
"clavulanate",5,"40-50","female","1962","CPRD_GOLD"
"None",1646,"all","all","all","CPRD_GOLD"
"acetaminophen",206,"all","all","all","CPRD_GOLD"
"acetaminophen+amoxicillin",5,"all","all","all","CPRD_GOLD"
"acetaminophen-amoxicillin+clavulanate",6,"all","all","all","CPRD_GOLD"
"acetaminophen-aspirin",14,"all","all","all","CPRD_GOLD"
"amoxicillin",5,"all","all","all","CPRD_GOLD"
"amoxicillin+clavulanate",48,"all","all","all","CPRD_GOLD"
"amoxicillin+clavulanate-acetaminophen",5,"all","all","all","CPRD_GOLD"
"amoxicillin+clavulanate-aspirin",5,"all","all","all","CPRD_GOLD"
"aspirin",211,"all","all","all","CPRD_GOLD"
"aspirin-acetaminophen",12,"all","all","all","CPRD_GOLD"
"aspirin-amoxicillin+clavulanate",6,"all","all","all","CPRD_GOLD"
"clavulanate",5,"all","all","all","CPRD_GOLD"
"None",12,"all","female","1950","CPRD_GOLD"
"None",20,"all","male","1950","CPRD_GOLD"
"None",12,"all","female","1951","CPRD_GOLD"
"None",17,"all","male","1951","CPRD_GOLD"
"None",17,"all","female","1952","CPRD_GOLD"
"None",27,"all","male","1952","CPRD_GOLD"
"None",19,"all","female","1953","CPRD_GOLD"
"None",16,"all","male","1953","CPRD_GOLD"
"None",11,"all","female","1954","CPRD_GOLD"
"None",24,"all","male","1954","CPRD_GOLD"
"None",19,"all","female","1955","CPRD_GOLD"
"None",16,"all","male","1955","CPRD_GOLD"
"None",23,"all","female","1956","CPRD_GOLD"
"None",12,"all","male","1956","CPRD_GOLD"
"None",21,"all","female","1957","CPRD_GOLD"
"None",20,"all","male","1957","CPRD_GOLD"
"None",18,"all","female","1958","CPRD_GOLD"
"None",25,"all","male","1958","CPRD_GOLD"
"None",16,"all","female","1959","CPRD_GOLD"
"None",20,"all","male","1959","CPRD_GOLD"
"None",19,"all","female","1960","CPRD_GOLD"
"None",16,"all","male","1960","CPRD_GOLD"
"None",32,"all","female","1961","CPRD_GOLD"
"None",25,"all","male","1961","CPRD_GOLD"
"None",25,"all","female","1962","CPRD_GOLD"
"None",20,"all","male","1962","CPRD_GOLD"
"None",21,"all","female","1963","CPRD_GOLD"
"None",28,"all","male","1963","CPRD_GOLD"
"None",36,"all","female","1964","CPRD_GOLD"
"None",26,"all","male","1964","CPRD_GOLD"
"None",26,"all","female","1965","CPRD_GOLD"
"None",28,"all","male","1965","CPRD_GOLD"
"None",26,"all","female","1966","CPRD_GOLD"
"None",25,"all","male","1966","CPRD_GOLD"
"None",23,"all","female","1967","CPRD_GOLD"
"None",25,"all","male","1967","CPRD_GOLD"
"None",34,"all","female","1968","CPRD_GOLD"
"None",25,"all","male","1968","CPRD_GOLD"
"None",26,"all","female","1969","CPRD_GOLD"
"None",25,"all","male","1969","CPRD_GOLD"
"None",21,"all","female","1970","CPRD_GOLD"
"None",33,"all","male","1970","CPRD_GOLD"
"None",27,"all","female","1971","CPRD_GOLD"
"None",28,"all","male","1971","CPRD_GOLD"
"None",28,"all","female","1972","CPRD_GOLD"
"None",28,"all","male","1972","CPRD_GOLD"
"None",37,"all","female","1973","CPRD_GOLD"
"None",24,"all","male","1973","CPRD_GOLD"
"None",26,"all","female","1974","CPRD_GOLD"
"None",28,"all","male","1974","CPRD_GOLD"
"None",26,"all","female","1975","CPRD_GOLD"
"None",21,"all","male","1975","CPRD_GOLD"
"None",25,"all","female","1976","CPRD_GOLD"
"None",26,"all","male","1976","CPRD_GOLD"
"None",34,"all","female","1977","CPRD_GOLD"
"None",18,"all","male","1977","CPRD_GOLD"
"None",22,"all","female","1978","CPRD_GOLD"
"None",23,"all","male","1978","CPRD_GOLD"
"None",24,"all","female","1979","CPRD_GOLD"
"None",22,"all","male","1979","CPRD_GOLD"
"None",25,"all","female","1980","CPRD_GOLD"
"None",20,"all","male","1980","CPRD_GOLD"
"None",18,"all","female","1981","CPRD_GOLD"
"None",14,"all","male","1981","CPRD_GOLD"
"None",16,"all","female","1982","CPRD_GOLD"
"None",13,"all","male","1982","CPRD_GOLD"
"None",15,"all","female","1983","CPRD_GOLD"
"None",12,"all","male","1983","CPRD_GOLD"
"None",12,"all","female","1984","CPRD_GOLD"
"None",10,"all","male","1984","CPRD_GOLD"
"None",6,"all","female","1985","CPRD_GOLD"
"None",12,"all","male","1985","CPRD_GOLD"
"None",9,"all","female","1986","CPRD_GOLD"
"None",7,"all","male","1986","CPRD_GOLD"
"None",7,"all","female","1987","CPRD_GOLD"
"None",6,"all","male","1987","CPRD_GOLD"
"None",5,"all","female","1988","CPRD_GOLD"
"None",5,"all","male","1988","CPRD_GOLD"
"None",5,"all","female","1989","CPRD_GOLD"
"None",5,"all","male","1989","CPRD_GOLD"
"None",5,"all","female","1990","CPRD_GOLD"
"None",5,"all","male","1990","CPRD_GOLD"
"None",5,"all","female","1991","CPRD_GOLD"
"None",5,"all","male","1991","CPRD_GOLD"
"None",5,"all","male","1992","CPRD_GOLD"
"None",5,"all","female","1993","CPRD_GOLD"
"None",5,"all","male","1993","CPRD_GOLD"
"None",5,"all","female","1994","CPRD_GOLD"
"None",5,"all","male","1994","CPRD_GOLD"
"None",5,"all","female","1995","CPRD_GOLD"
"None",5,"all","male","1995","CPRD_GOLD"
"None",5,"all","female","1996","CPRD_GOLD"
"None",5,"all","female","1997","CPRD_GOLD"
"None",5,"all","male","1999","CPRD_GOLD"
"None",5,"all","male","2002","CPRD_GOLD"
"None",5,"all","male","2003","CPRD_GOLD"
"None",5,"all","male","2008","CPRD_GOLD"
"acetaminophen",5,"all","male","1950","CPRD_GOLD"
"acetaminophen",5,"all","female","1951","CPRD_GOLD"
"acetaminophen",5,"all","female","1952","CPRD_GOLD"
"acetaminophen",5,"all","male","1952","CPRD_GOLD"
"acetaminophen",5,"all","female","1953","CPRD_GOLD"
"acetaminophen",5,"all","male","1953","CPRD_GOLD"
"acetaminophen",5,"all","female","1954","CPRD_GOLD"
"acetaminophen",5,"all","male","1954","CPRD_GOLD"
"acetaminophen",5,"all","male","1955","CPRD_GOLD"
"acetaminophen",5,"all","female","1956","CPRD_GOLD"
"acetaminophen",5,"all","male","1956","CPRD_GOLD"
"acetaminophen",5,"all","female","1957","CPRD_GOLD"
"acetaminophen",5,"all","male","1957","CPRD_GOLD"
"acetaminophen",5,"all","female","1958","CPRD_GOLD"
"acetaminophen",5,"all","male","1958","CPRD_GOLD"
"acetaminophen",5,"all","female","1959","CPRD_GOLD"
"acetaminophen",5,"all","male","1959","CPRD_GOLD"
"acetaminophen",5,"all","female","1960","CPRD_GOLD"
"acetaminophen",5,"all","male","1960","CPRD_GOLD"
"acetaminophen",5,"all","female","1961","CPRD_GOLD"
"acetaminophen",5,"all","male","1961","CPRD_GOLD"
"acetaminophen",5,"all","female","1962","CPRD_GOLD"
"acetaminophen",5,"all","male","1962","CPRD_GOLD"
"acetaminophen",5,"all","female","1963","CPRD_GOLD"
"acetaminophen",5,"all","male","1963","CPRD_GOLD"
"acetaminophen",5,"all","female","1964","CPRD_GOLD"
"acetaminophen",5,"all","male","1964","CPRD_GOLD"
"acetaminophen",5,"all","female","1965","CPRD_GOLD"
"acetaminophen",7,"all","male","1965","CPRD_GOLD"
"acetaminophen",5,"all","female","1966","CPRD_GOLD"
"acetaminophen",5,"all","male","1966","CPRD_GOLD"
"acetaminophen",5,"all","female","1967","CPRD_GOLD"
"acetaminophen",5,"all","male","1967","CPRD_GOLD"
"acetaminophen",5,"all","female","1968","CPRD_GOLD"
"acetaminophen",5,"all","male","1968","CPRD_GOLD"
"acetaminophen",6,"all","female","1969","CPRD_GOLD"
"acetaminophen",5,"all","male","1969","CPRD_GOLD"
"acetaminophen",5,"all","female","1970","CPRD_GOLD"
"acetaminophen",5,"all","male","1970","CPRD_GOLD"
"acetaminophen",5,"all","female","1971","CPRD_GOLD"
"acetaminophen",5,"all","male","1971","CPRD_GOLD"
"acetaminophen",6,"all","female","1972","CPRD_GOLD"
"acetaminophen",5,"all","male","1972","CPRD_GOLD"
"acetaminophen",6,"all","female","1973","CPRD_GOLD"
"acetaminophen",5,"all","male","1973","CPRD_GOLD"
"acetaminophen",6,"all","female","1974","CPRD_GOLD"
"acetaminophen",5,"all","male","1974","CPRD_GOLD"
"acetaminophen",5,"all","female","1975","CPRD_GOLD"
"acetaminophen",5,"all","male","1975","CPRD_GOLD"
"acetaminophen",5,"all","female","1976","CPRD_GOLD"
"acetaminophen",5,"all","male","1976","CPRD_GOLD"
"acetaminophen",5,"all","female","1977","CPRD_GOLD"
"acetaminophen",5,"all","male","1977","CPRD_GOLD"
"acetaminophen",5,"all","male","1978","CPRD_GOLD"
"acetaminophen",5,"all","female","1979","CPRD_GOLD"
"acetaminophen",5,"all","male","1979","CPRD_GOLD"
"acetaminophen",5,"all","female","1980","CPRD_GOLD"
"acetaminophen",5,"all","male","1980","CPRD_GOLD"
"acetaminophen",5,"all","female","1981","CPRD_GOLD"
"acetaminophen",5,"all","male","1981","CPRD_GOLD"
"acetaminophen",5,"all","female","1982","CPRD_GOLD"
"acetaminophen",5,"all","male","1982","CPRD_GOLD"
"acetaminophen",5,"all","male","1983","CPRD_GOLD"
"acetaminophen",5,"all","female","1984","CPRD_GOLD"
"acetaminophen",5,"all","male","1984","CPRD_GOLD"
"acetaminophen",5,"all","female","1985","CPRD_GOLD"
"acetaminophen",5,"all","male","1985","CPRD_GOLD"
"acetaminophen",5,"all","female","1986","CPRD_GOLD"
"acetaminophen",5,"all","female","1987","CPRD_GOLD"
"acetaminophen",5,"all","male","1987","CPRD_GOLD"
"acetaminophen",5,"all","female","1988","CPRD_GOLD"
"acetaminophen",5,"all","female","1989","CPRD_GOLD"
"acetaminophen",5,"all","male","1993","CPRD_GOLD"
"acetaminophen",5,"all","male","1995","CPRD_GOLD"
"acetaminophen",5,"all","female","1997","CPRD_GOLD"
"acetaminophen+amoxicillin",5,"all","female","1972","CPRD_GOLD"
"acetaminophen+amoxicillin",5,"all","female","1980","CPRD_GOLD"
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1956","CPRD_GOLD"
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1960","CPRD_GOLD"
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1962","CPRD_GOLD"
"acetaminophen-amoxicillin+clavulanate",5,"all","female","1973","CPRD_GOLD"
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1973","CPRD_GOLD"
"acetaminophen-amoxicillin+clavulanate",5,"all","male","1984","CPRD_GOLD"
"acetaminophen-aspirin",5,"all","female","1950","CPRD_GOLD"
"acetaminophen-aspirin",5,"all","male","1951","CPRD_GOLD"
"acetaminophen-aspirin",5,"all","female","1953","CPRD_GOLD"
"acetaminophen-aspirin",5,"all","male","1954","CPRD_GOLD"
"acetaminophen-aspirin",5,"all","female","1960","CPRD_GOLD"
"acetaminophen-aspirin",5,"all","female","1962","CPRD_GOLD"
"acetaminophen-aspirin",5,"all","male","1964","CPRD_GOLD"
"acetaminophen-aspirin",5,"all","female","1965","CPRD_GOLD"
"acetaminophen-aspirin",5,"all","female","1968","CPRD_GOLD"
"acetaminophen-aspirin",5,"all","male","1970","CPRD_GOLD"
"acetaminophen-aspirin",5,"all","female","1981","CPRD_GOLD"
"amoxicillin",5,"all","female","1950","CPRD_GOLD"
"amoxicillin",5,"all","male","1979","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1951","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","female","1952","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1952","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","female","1953","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1953","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","female","1954","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1954","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","female","1956","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","female","1957","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1958","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","female","1959","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1960","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1961","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","female","1962","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","female","1963","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1963","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1964","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1966","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1968","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","female","1970","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1970","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","female","1971","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1971","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1972","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1973","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","female","1974","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1974","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1976","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","female","1978","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","female","1981","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1981","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","female","1982","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","female","1983","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1983","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","female","1986","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","female","1987","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1987","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","female","1993","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","male","1994","CPRD_GOLD"
"amoxicillin+clavulanate",5,"all","female","2008","CPRD_GOLD"
"amoxicillin+clavulanate-acetaminophen",5,"all","female","1962","CPRD_GOLD"
"amoxicillin+clavulanate-aspirin",5,"all","male","1964","CPRD_GOLD"
"amoxicillin+clavulanate-aspirin",5,"all","female","1974","CPRD_GOLD"
"aspirin",5,"all","female","1950","CPRD_GOLD"
"aspirin",5,"all","male","1950","CPRD_GOLD"
"aspirin",5,"all","female","1951","CPRD_GOLD"
"aspirin",5,"all","male","1951","CPRD_GOLD"
"aspirin",5,"all","female","1952","CPRD_GOLD"
"aspirin",5,"all","male","1952","CPRD_GOLD"
"aspirin",5,"all","male","1953","CPRD_GOLD"
"aspirin",5,"all","female","1954","CPRD_GOLD"
"aspirin",5,"all","male","1954","CPRD_GOLD"
"aspirin",6,"all","female","1955","CPRD_GOLD"
"aspirin",5,"all","male","1955","CPRD_GOLD"
"aspirin",5,"all","female","1956","CPRD_GOLD"
"aspirin",5,"all","male","1956","CPRD_GOLD"
"aspirin",5,"all","female","1957","CPRD_GOLD"
"aspirin",5,"all","male","1957","CPRD_GOLD"
"aspirin",5,"all","female","1958","CPRD_GOLD"
"aspirin",5,"all","male","1958","CPRD_GOLD"
"aspirin",5,"all","female","1959","CPRD_GOLD"
"aspirin",5,"all","male","1959","CPRD_GOLD"
"aspirin",5,"all","female","1960","CPRD_GOLD"
"aspirin",6,"all","male","1960","CPRD_GOLD"
"aspirin",5,"all","female","1961","CPRD_GOLD"
"aspirin",8,"all","male","1961","CPRD_GOLD"
"aspirin",5,"all","female","1962","CPRD_GOLD"
"aspirin",5,"all","male","1962","CPRD_GOLD"
"aspirin",5,"all","female","1963","CPRD_GOLD"
"aspirin",9,"all","male","1963","CPRD_GOLD"
"aspirin",6,"all","female","1964","CPRD_GOLD"
"aspirin",5,"all","male","1964","CPRD_GOLD"
"aspirin",5,"all","female","1965","CPRD_GOLD"
"aspirin",5,"all","male","1965","CPRD_GOLD"
"aspirin",5,"all","female","1966","CPRD_GOLD"
"aspirin",5,"all","male","1966","CPRD_GOLD"
"aspirin",7,"all","female","1967","CPRD_GOLD"
"aspirin",5,"all","male","1967","CPRD_GOLD"
"aspirin",7,"all","female","1968","CPRD_GOLD"
"aspirin",5,"all","male","1968","CPRD_GOLD"
"aspirin",5,"all","female","1969","CPRD_GOLD"
"aspirin",5,"all","male","1969","CPRD_GOLD"
"aspirin",5,"all","female","1970","CPRD_GOLD"
"aspirin",5,"all","male","1970","CPRD_GOLD"
"aspirin",5,"all","female","1971","CPRD_GOLD"
"aspirin",5,"all","male","1971","CPRD_GOLD"
"aspirin",5,"all","female","1972","CPRD_GOLD"
"aspirin",5,"all","male","1972","CPRD_GOLD"
"aspirin",5,"all","female","1973","CPRD_GOLD"
"aspirin",5,"all","male","1973","CPRD_GOLD"
"aspirin",5,"all","female","1974","CPRD_GOLD"
"aspirin",5,"all","male","1974","CPRD_GOLD"
"aspirin",5,"all","female","1975","CPRD_GOLD"
"aspirin",5,"all","male","1975","CPRD_GOLD"
"aspirin",5,"all","female","1976","CPRD_GOLD"
"aspirin",5,"all","male","1976","CPRD_GOLD"
"aspirin",5,"all","male","1977","CPRD_GOLD"
"aspirin",5,"all","female","1978","CPRD_GOLD"
"aspirin",5,"all","female","1979","CPRD_GOLD"
"aspirin",5,"all","male","1979","CPRD_GOLD"
"aspirin",5,"all","female","1980","CPRD_GOLD"
"aspirin",5,"all","male","1981","CPRD_GOLD"
"aspirin",5,"all","male","1982","CPRD_GOLD"
"aspirin",5,"all","female","1983","CPRD_GOLD"
"aspirin",5,"all","male","1983","CPRD_GOLD"
"aspirin",5,"all","female","1984","CPRD_GOLD"
"aspirin",5,"all","male","1984","CPRD_GOLD"
"aspirin",5,"all","female","1985","CPRD_GOLD"
"aspirin",5,"all","female","1988","CPRD_GOLD"
"aspirin-acetaminophen",5,"all","female","1955","CPRD_GOLD"
"aspirin-acetaminophen",5,"all","female","1956","CPRD_GOLD"
"aspirin-acetaminophen",5,"all","male","1956","CPRD_GOLD"
"aspirin-acetaminophen",5,"all","male","1958","CPRD_GOLD"
"aspirin-acetaminophen",5,"all","female","1964","CPRD_GOLD"
"aspirin-acetaminophen",5,"all","female","1966","CPRD_GOLD"
"aspirin-acetaminophen",5,"all","female","1968","CPRD_GOLD"
"aspirin-acetaminophen",5,"all","male","1969","CPRD_GOLD"
"aspirin-acetaminophen",5,"all","female","1971","CPRD_GOLD"
"aspirin-acetaminophen",5,"all","male","1974","CPRD_GOLD"
"aspirin-acetaminophen",5,"all","female","1977","CPRD_GOLD"
"aspirin-acetaminophen",5,"all","male","1979","CPRD_GOLD"
"aspirin-amoxicillin+clavulanate",5,"all","female","1950","CPRD_GOLD"
"aspirin-amoxicillin+clavulanate",5,"all","female","1956","CPRD_GOLD"
"aspirin-amoxicillin+clavulanate",5,"all","male","1965","CPRD_GOLD"
"aspirin-amoxicillin+clavulanate",5,"all","female","1967","CPRD_GOLD"
"aspirin-amoxicillin+clavulanate",5,"all","female","1973","CPRD_GOLD"
"aspirin-amoxicillin+clavulanate",5,"all","female","1978","CPRD_GOLD"
"clavulanate",5,"all","female","1962","CPRD_GOLD"
"clavulanate",5,"all","female","1979","CPRD_GOLD"
"clavulanate",5,"all","male","1984","CPRD_GOLD"
"None",837,"all","female","all","CPRD_GOLD"
"None",809,"all","male","all","CPRD_GOLD"
"acetaminophen",100,"all","female","all","CPRD_GOLD"
"acetaminophen",106,"all","male","all","CPRD_GOLD"
"acetaminophen+amoxicillin",5,"all","female","all","CPRD_GOLD"
"acetaminophen-amoxicillin+clavulanate",5,"all","female","all","CPRD_GOLD"
"acetaminophen-amoxicillin+clavulanate",5,"all","male","all","CPRD_GOLD"
"acetaminophen-aspirin",10,"all","female","all","CPRD_GOLD"
"acetaminophen-aspirin",5,"all","male","all","CPRD_GOLD"
"amoxicillin",5,"all","female","all","CPRD_GOLD"
"amoxicillin",5,"all","male","all","CPRD_GOLD"
"amoxicillin+clavulanate",21,"all","female","all","CPRD_GOLD"
"amoxicillin+clavulanate",27,"all","male","all","CPRD_GOLD"
"amoxicillin+clavulanate-acetaminophen",5,"all","female","all","CPRD_GOLD"
"amoxicillin+clavulanate-aspirin",5,"all","female","all","CPRD_GOLD"
"amoxicillin+clavulanate-aspirin",5,"all","male","all","CPRD_GOLD"
"aspirin",101,"all","female","all","CPRD_GOLD"
"aspirin",110,"all","male","all","CPRD_GOLD"
"aspirin-acetaminophen",7,"all","female","all","CPRD_GOLD"
"aspirin-acetaminophen",5,"all","male","all","CPRD_GOLD"
"aspirin-amoxicillin+clavulanate",5,"all","female","all","CPRD_GOLD"
"aspirin-amoxicillin+clavulanate",5,"all","male","all","CPRD_GOLD"
"clavulanate",5,"all","female","all","CPRD_GOLD"
"clavulanate",5,"all","male","all","CPRD_GOLD"
"None",32,"all","all","1950","CPRD_GOLD"
"None",29,"all","all","1951","CPRD_GOLD"
"None",44,"all","all","1952","CPRD_GOLD"
"None",35,"all","all","1953","CPRD_GOLD"
"None",35,"all","all","1954","CPRD_GOLD"
"None",35,"all","all","1955","CPRD_GOLD"
"None",35,"all","all","1956","CPRD_GOLD"
"None",41,"all","all","1957","CPRD_GOLD"
"None",43,"all","all","1958","CPRD_GOLD"
"None",36,"all","all","1959","CPRD_GOLD"
"None",35,"all","all","1960","CPRD_GOLD"
"None",57,"all","all","1961","CPRD_GOLD"
"None",45,"all","all","1962","CPRD_GOLD"
"None",49,"all","all","1963","CPRD_GOLD"
"None",62,"all","all","1964","CPRD_GOLD"
"None",54,"all","all","1965","CPRD_GOLD"
"None",51,"all","all","1966","CPRD_GOLD"
"None",48,"all","all","1967","CPRD_GOLD"
"None",59,"all","all","1968","CPRD_GOLD"
"None",51,"all","all","1969","CPRD_GOLD"
"None",54,"all","all","1970","CPRD_GOLD"
"None",55,"all","all","1971","CPRD_GOLD"
"None",56,"all","all","1972","CPRD_GOLD"
"None",61,"all","all","1973","CPRD_GOLD"
"None",54,"all","all","1974","CPRD_GOLD"
"None",47,"all","all","1975","CPRD_GOLD"
"None",51,"all","all","1976","CPRD_GOLD"
"None",52,"all","all","1977","CPRD_GOLD"
"None",45,"all","all","1978","CPRD_GOLD"
"None",46,"all","all","1979","CPRD_GOLD"
"None",45,"all","all","1980","CPRD_GOLD"
"None",32,"all","all","1981","CPRD_GOLD"
"None",29,"all","all","1982","CPRD_GOLD"
"None",27,"all","all","1983","CPRD_GOLD"
"None",22,"all","all","1984","CPRD_GOLD"
"None",18,"all","all","1985","CPRD_GOLD"
"None",16,"all","all","1986","CPRD_GOLD"
"None",13,"all","all","1987","CPRD_GOLD"
"None",8,"all","all","1988","CPRD_GOLD"
"None",9,"all","all","1989","CPRD_GOLD"
"None",5,"all","all","1990","CPRD_GOLD"
"None",5,"all","all","1991","CPRD_GOLD"
"None",5,"all","all","1992","CPRD_GOLD"
"None",5,"all","all","1993","CPRD_GOLD"
"None",8,"all","all","1994","CPRD_GOLD"
"None",5,"all","all","1995","CPRD_GOLD"
"None",5,"all","all","1996","CPRD_GOLD"
"None",5,"all","all","1997","CPRD_GOLD"
"None",5,"all","all","1999","CPRD_GOLD"
"None",5,"all","all","2002","CPRD_GOLD"
"None",5,"all","all","2003","CPRD_GOLD"
"None",5,"all","all","2008","CPRD_GOLD"
"acetaminophen",5,"all","all","1950","CPRD_GOLD"
"acetaminophen",5,"all","all","1951","CPRD_GOLD"
"acetaminophen",5,"all","all","1952","CPRD_GOLD"
"acetaminophen",5,"all","all","1953","CPRD_GOLD"
"acetaminophen",5,"all","all","1954","CPRD_GOLD"
"acetaminophen",5,"all","all","1955","CPRD_GOLD"
"acetaminophen",6,"all","all","1956","CPRD_GOLD"
"acetaminophen",6,"all","all","1957","CPRD_GOLD"
"acetaminophen",5,"all","all","1958","CPRD_GOLD"
"acetaminophen",5,"all","all","1959","CPRD_GOLD"
"acetaminophen",5,"all","all","1960","CPRD_GOLD"
"acetaminophen",6,"all","all","1961","CPRD_GOLD"
"acetaminophen",8,"all","all","1962","CPRD_GOLD"
"acetaminophen",5,"all","all","1963","CPRD_GOLD"
"acetaminophen",5,"all","all","1964","CPRD_GOLD"
"acetaminophen",11,"all","all","1965","CPRD_GOLD"
"acetaminophen",7,"all","all","1966","CPRD_GOLD"
"acetaminophen",9,"all","all","1967","CPRD_GOLD"
"acetaminophen",6,"all","all","1968","CPRD_GOLD"
"acetaminophen",11,"all","all","1969","CPRD_GOLD"
"acetaminophen",9,"all","all","1970","CPRD_GOLD"
"acetaminophen",5,"all","all","1971","CPRD_GOLD"
"acetaminophen",8,"all","all","1972","CPRD_GOLD"
"acetaminophen",11,"all","all","1973","CPRD_GOLD"
"acetaminophen",10,"all","all","1974","CPRD_GOLD"
"acetaminophen",8,"all","all","1975","CPRD_GOLD"
"acetaminophen",5,"all","all","1976","CPRD_GOLD"
"acetaminophen",8,"all","all","1977","CPRD_GOLD"
"acetaminophen",5,"all","all","1978","CPRD_GOLD"
"acetaminophen",5,"all","all","1979","CPRD_GOLD"
"acetaminophen",5,"all","all","1980","CPRD_GOLD"
"acetaminophen",5,"all","all","1981","CPRD_GOLD"
"acetaminophen",5,"all","all","1982","CPRD_GOLD"
"acetaminophen",5,"all","all","1983","CPRD_GOLD"
"acetaminophen",5,"all","all","1984","CPRD_GOLD"
"acetaminophen",5,"all","all","1985","CPRD_GOLD"
"acetaminophen",5,"all","all","1986","CPRD_GOLD"
"acetaminophen",5,"all","all","1987","CPRD_GOLD"
"acetaminophen",5,"all","all","1988","CPRD_GOLD"
"acetaminophen",5,"all","all","1989","CPRD_GOLD"
"acetaminophen",5,"all","all","1993","CPRD_GOLD"
"acetaminophen",5,"all","all","1995","CPRD_GOLD"
"acetaminophen",5,"all","all","1997","CPRD_GOLD"
"acetaminophen+amoxicillin",5,"all","all","1972","CPRD_GOLD"
"acetaminophen+amoxicillin",5,"all","all","1980","CPRD_GOLD"
"acetaminophen-amoxicillin+clavulanate",5,"all","all","1956","CPRD_GOLD"
"acetaminophen-amoxicillin+clavulanate",5,"all","all","1960","CPRD_GOLD"
"acetaminophen-amoxicillin+clavulanate",5,"all","all","1962","CPRD_GOLD"
"acetaminophen-amoxicillin+clavulanate",5,"all","all","1973","CPRD_GOLD"
"acetaminophen-amoxicillin+clavulanate",5,"all","all","1984","CPRD_GOLD"
"acetaminophen-aspirin",5,"all","all","1950","CPRD_GOLD"
"acetaminophen-aspirin",5,"all","all","1951","CPRD_GOLD"
"acetaminophen-aspirin",5,"all","all","1953","CPRD_GOLD"
"acetaminophen-aspirin",5,"all","all","1954","CPRD_GOLD"
"acetaminophen-aspirin",5,"all","all","1960","CPRD_GOLD"
"acetaminophen-aspirin",5,"all","all","1962","CPRD_GOLD"
"acetaminophen-aspirin",5,"all","all","1964","CPRD_GOLD"
"acetaminophen-aspirin",5,"all","all","1965","CPRD_GOLD"
